 837 106   2 210.150987  3592.0   1.7211  34.8964   1.4386  27.9316  -9.000   6.895 9
 837 106   3 210.155051  3248.1   2.3492  34.9055   2.0872  27.8890  -9.000   6.528 9
 837 106   4 210.157933  2997.9   2.6571  34.9150   2.4141  27.8694   6.543   6.535 6
 837 106   5 210.161702  2699.1   2.9128  34.9180   2.6948  27.8473  -9.000   6.488 9
 837 106   6 210.165280  2388.8   3.1033  34.9156   2.9125  27.8258  -9.000   6.473 9
 837 106   7 210.168880  2097.8   3.2713  34.9132   3.1056  27.8060   6.436   6.459 2
 837 106   8 210.171182  1898.7   3.3893  34.9131   3.2405  27.7932   6.458   6.449 2
 837 106   9 210.174736  1598.8   3.6085  34.9121   3.4841  27.7687   6.396   6.388 2
 837 106  10 210.176924  1398.8   3.6378  34.8959   3.5308  27.7512   6.799   6.531 3
 837 106  11 210.179239  1197.9   3.6399  34.8807   3.5500  27.7372   6.612   6.630 2
 837 106  12 210.181830   998.5   3.6959  34.8737   3.6221  27.7244   6.692   6.715 2
 837 106  13 210.182921   902.5   3.7374  34.8734   3.6711  27.7192   6.821   6.834 2
 837 106  14 210.183982   798.1   3.7738  34.8736   3.7155  27.7149   6.826   6.858 2
 837 106  15 210.185268   697.6   3.7956  34.8703   3.7451  27.7093   6.835   6.875 2
 837 106  16 210.186291   582.1   3.7820  34.8638   3.7404  27.7046   6.890   6.912 2
 837 106  17 210.187367   499.1   3.8034  34.8613   3.7680  27.6998   6.901   6.944 2
 837 106  18 210.188439   398.6   3.8323  34.8593   3.8043  27.6945   6.888   6.910 2
 837 106  19 210.189654   301.8   3.9303  34.8586   3.9091  27.6832   6.811   6.728 2
 837 106  20 210.190684   196.0   3.9149  34.8114   3.9013  27.6464   6.794   6.725 2
 837 106  21 210.191730    99.4   3.7718  34.6794   3.7652  27.5552   7.029   7.036 2
 837 106  22 210.194505    12.7   9.0111  34.4908   9.0097  26.7178   6.914   6.932 2
