Filename             = m851_026.cnv
Shipname             = Meteor
Cruise               = m85/1
Station              = 727
Profile              = 26
WaterDepth           = 3653
Date                 = 2011/07/05
Time                 = 11:56
Latitude             = 51 41.46 N
Longitude            = 035 47.21 W
Columns              = p:t:pt:s:sth:o
 433.0  4.8960  4.8617 34.9264 27.6330  5.809
 434.0  4.8958  4.8615 34.9269 27.6334  5.810
 435.0  4.8973  4.8629 34.9272 27.6335  5.812
 436.0  4.8990  4.8645 34.9276 27.6336  5.812
 437.0  4.9002  4.8656 34.9280 27.6338  5.813
 438.0  4.8991  4.8645 34.9281 27.6340  5.813
 439.0  4.9004  4.8656 34.9288 27.6344  5.811
 440.0  4.9053  4.8704 34.9304 27.6352  5.810
 441.0  4.9066  4.8717 34.9317 27.6360  5.811
 442.0  4.8982  4.8632 34.9314 27.6367  5.815
 443.0  4.8748  4.8398 34.9288 27.6374  5.818
 444.0  4.8396  4.8047 34.9249 27.6383  5.823
 445.0  4.8141  4.7791 34.9222 27.6391  5.840
 446.0  4.7974  4.7624 34.9201 27.6393  5.860
 447.0  4.7837  4.7487 34.9184 27.6396  5.873
 448.0  4.7638  4.7288 34.9165 27.6403  5.883
 449.0  4.7370  4.7020 34.9134 27.6409  5.895
 450.0  4.7236  4.6886 34.9111 27.6406  5.909
 451.0  4.7209  4.6858 34.9105 27.6404  5.932
 452.0  4.7178  4.6826 34.9102 27.6405  5.949
 453.0  4.7135  4.6783 34.9103 27.6411  5.954
 454.0  4.7044  4.6691 34.9101 27.6420  5.956
 455.0  4.6952  4.6599 34.9095 27.6425  5.960
 456.0  4.6899  4.6546 34.9092 27.6429  5.964
 457.0  4.6863  4.6509 34.9094 27.6434  5.968
 458.0  4.6748  4.6393 34.9089 27.6444  5.974
 459.0  4.6614  4.6258 34.9078 27.6450  5.978
 460.0  4.6585  4.6229 34.9072 27.6448  5.985
 461.0  4.6589  4.6232 34.9072 27.6448  5.998
 462.0  4.6591  4.6233 34.9076 27.6451  6.004
 463.0  4.6610  4.6252 34.9087 27.6458  6.005
 464.0  4.6598  4.6239 34.9091 27.6463  6.008
 465.0  4.6536  4.6176 34.9084 27.6464  6.008
 466.0  4.6478  4.6118 34.9077 27.6465  6.005
 467.0  4.6455  4.6094 34.9076 27.6467  6.006
